ID ,Tweets,Label
B1802,"If you had good parents they wouldn’t let you walk around with that Burger King crown on top of your damn head, that’s all I’m saying.",TIN
B1809,you was good on the low for a faded fuck on some faded love,UNT
B1812,"Our ceo wants to be a celebrity, arsenal Ceo using his links and his brain to get shit done, have to respect it",UNT
B1813,I can honestly relate to this 😂In the mood to just walk around butt ass naked like the crackheads in nyc,TIN
B1852,@USER All that loot and every Tuesday he got some weak ass tacos,UNT
B1877,@USER Oh please they act as if it’s a damn Lexus,UNT
B1880,"seen people call walker overrated, who the fuck rates him that much to be overrated",TIN
B1888,@USER @USER Luda got hits and can write he just aint wrote shit in years,UNT
B1892,@USER This president is has stupid as a doorknob.... and guns??? How about forbid guns???? Hum ????,TIN
B1969,"if you MY nigga shouldnt NOOOOO bitch feel comfortable. ever, in her got damn life.",TIN
B1982,It’s crazy how people make excuses for them to walk out of a person’s life...,TIN
B2003,"@USER I saw it and though who the hells cleaning up that shit, I’d be fuming 🤣🤣🤣🤣 rotting petal leaves all over the gaff",UNT
B2009,"@USER God I must be the one out of the ten that doesn’t, any of my friends and work colleagues reading this you dirty bitches",TIN
B2020,@USER Shame on you for trying to capitalize on the blood of the El Paso victims. Your vanity campaign is disgusting.,TIN
B2026,@USER @USER The guy in the white cap is a smooth criminal 🙌🏽,TIN
B2044,@USER Looks like he's trying to compensate for some kind of inadequacy. Like a murderous idiot wimp.,TIN
B2046,@USER Could it be that the racist killer wrote a manifesto that parroted the racist things that the president said?,TIN
B2054,Fabinho ain’t going anywhere near Real Madrid folks. Please don’t fall for this end of the window bullshit that’s starting to do the rounds,TIN
B2058,@USER What is that old midwest saying? Oh yeah--dumber than a bucket of hair...&amp; beyond insensitive. #GOPComplicit #NoIntegrity,TIN
B2061,@USER @USER She is such a monster. With her maniacal witch laugh to make it worse.,TIN
B2085,my number neighbors android ass still hasn't texted me back and its been 3 days,TIN
B2099,By this point I don’t just want to #ImpeachTrump I want him behind bars!!! Get this criminal out of office He is a danger to this country,TIN
B2140,@USER We all know that you're a racist. It is obvious in your message. This has to be the most evident case of you self-owning.,TIN
B2147,I talk shit but she know it’s true,UNT
B2154,@USER Yes he is a handsome man. And you are an ugly soul.   Bye bitch.,TIN
B2174,@USER @USER Watch when he drop this song it’s gone be basic as fuck . Cuz das what he is a basic ass rapper,TIN
B2175,all i eat is tomatoes and coconut milk no shit my stomach is screaming,UNT
B2188,@USER @USER @USER @USER He is scared!!! Go kick his ass in the election.,TIN
B2190,theres nothing better than kicking your crush’s ass in mario kart and having him tell you how hot you are for it afterwards,UNT
B2196,"You fuck someone from Reading &amp; everyone wants to talk about it, suddenly the whole city in bed with ya’ll. Lmao",UNT
B2232,Having a stick up your ass doesn't count as having a spine. RESIST.,UNT
B2246,"In 1825, some idiot published a version of Coke’s Reports in verse, with each case summarised by a rhyming couplet.",TIN
B2253,I am still sticking to Twit and IG but if it really goes shit on me. I'm probably gonna move back to deviantart lol.,UNT
B2281,That fake shit gone make me keep my distance!,TIN
B2290,@USER Ole Anna pumping out more hate and violence.. keep inciting the mob with your bigotry and hatred for America..,TIN
B2294,@USER Liar all the way he did no such thing go to judical watch everyone you will see this man is lying,TIN
B2296,I am speaking on behalf of all men. I don't know what you're talking about.Men are scum- mbu women have too much evil in them that's why God drains a bit of it each month.😭😭😭,TIN
B2325,@USER @USER @USER the gov and nyc mayor are the biggest joke except maybe for the idiots who elected them,TIN
B2337,@USER @USER @USER @USER Figures you are a UT alumni. All the commie assholes are.,TIN
B2359,It’s a darkness covering the world rn. It is some terrible shit going on everyday I hate to even watch the news.,UNT
B2363,@USER @USER That sounds extremely sexual. Thanks. I hate it.,TIN
B2366,Am I going to apply for the Apple Card and affect my credit just for clout points? You bet your ass I am.,UNT
B2383,@USER And bitches are going to school😭 my moot just started school yesterday ☠️,UNT
B2391,@USER Sherry you yourself is a waste of seat in Senate!,TIN
B2401,@USER Loaning @USER to @USER and keeping @USER  😂😂😂😂😂  Stupid team  Useless transfers  @USER in @USER out,TIN
B2418,Niggas that’s talking ill on joe Budden are outta touch and outdated. That man should be protected. But know how niggas do,TIN
B2425,Wanted my ex to get her shit together ; instead she tellin ppl I was the worst ever,UNT
B2431,"@USER @USER She is a liar &amp; a sellout con artist! Damn, I can’t stand her!",TIN
B2442,YG is so fucking dumb to not let Daesung back on Korean TV permanently. He's the best entertainer/variety star they have. Quote me on this.,TIN
B2446,Tbh it’s pretty fucking rude how my number neighbor hasn’t texted me.,UNT
B2456,I’m playing cup pong with Lydia and she sucks. Who wants to play me - good people only plz I need a little bit of a challenge at least smh,TIN
B2458,I hadn’t been ok in a long time. Just been getting through the days and accomplishing shit so it seems a way.,UNT
B2485,"I'm an expert I can help you out 😂the blunt just burnt my ass cheek , call 911",UNT
B2496,@USER Butto is a disgrace to Texas and the human race. @USER,TIN
B2507,"You wanna fly, you got to give up the shit that weighs you down. - Toni Morrison  You'll be missed. #RIPToni",UNT
B2514,"@USER There's a few morons in that cabinet, but Raab might be the pick of the crop. An absolute fucking cretin.",TIN
B2538,"@USER You are partly complicit, giving cover to the white supremacist in the white house- you &amp; the GOP are covered in blood.",TIN
B2546,The same person who put it there that’s who gone clean it@HEAVYDCHROMATIC Nah it stupid asf,UNT
B2552,"You sir are a race baiting, lying asswipe. The “shooter” is responsible and all your hot air cannot change that.What happened in Texas can clearly be laid at the President’s feet. He encouraged people. He created the climate. He fanned the flames.",TIN
B2555,@USER You wanna get tickled? You pussy? Bro. I was dying when you said that! 😂😂😂,UNT
B2562,@USER NYT is in the business of selling hate to their radicalized customers.,TIN
B2568,@USER I’d be fucking rich lmao cuz I can’t make this shit up.,UNT
B2577,"You wanna fly, you got to give up the shit that weighs you down.  -Toni Morrison, Song of Solomon.",UNT
B2581,Euphoria got me in tears. good fucking bye. I don’t wanna be spoken to for the rest of the day.,UNT
B2592,Yea sex is fun but have u ever been happy for a week straight? Nah me either who tryna fuck,UNT
B2597,Actually feel for those who feel uncomfortable when not wearing a bra cause it’s the best fucking thing ever,UNT
B2622,@USER Lmaooo chill that nigga was in his boxers she wanted no parts of that in the camera 🤣,TIN
B2629,I’m such a hypocrite cause kissing a girl literally is not good woman mannerism.I wonder why women can’t understand that as women we must be women.,TIN
B2655,You just love to fucking see it,UNT
B2662,I was really having a good day this bitch just pissed me off so bad 🙄,TIN
B2690,"@USER …with zero evidence that the shooting was in anyway related to his politics.   You're a disingenuous load of crap, Guy.",TIN
B2718,@USER Somewhere Dr. Martin Luther King Jr. is weeping. You have turned his dream into a nightmare with your rank racism.,TIN
B2730,I hate when people sit up and wait on me to speak. You gone be fucking waiting too,UNT
B2754,why the fuck did no one tell me to stop using eyeliner to fill in my eyebrows in high school i was a certified Mess,UNT
B2757,I wake up sometimes and realize my ear has been folded as I lay upon it and that shit HURTS!!!   Only me ????,UNT
B2767,"I like when they pretty and ghetto, type of bitch that don’t even say hello. 😈",TIN
B2773,A wise man once said gone fck that nigga and get it ova wit,TIN
B2776,"Niggas only aim to pander to their audience and then wonder why they become complacent, a shell of their shittyness",TIN
B2790,@USER “I’d die to fuck your dad” by Dan Smith feat. MUSE.   Christmas number one maybe?,UNT
B2798,@USER @USER Hell yeah!! Way to go Google!! Fuck this orange clown! I’m buying your stock today!!,TIN
B2804,@USER Moscow Mitch!  I got busy yesterday.  So you’ll get it twice as bad today.  You son of a bitch!,TIN
B2810,@USER @6_LKOSCIELNY you didn't have to create a scene just to leave the club. fucking disgrace,TIN
B2812,I'm fucking tired! and glad too.. It's good to work.  It's good to good with your talents!,UNT
B2815,"Especially a daughter, I always say I’m going to fucking prison because I will end of murdering someone’s family.I’m scared to raise a child in this world, with everything that be going on !",UNT
B2818,£45m seems to go a long fucking way these days doesn’t  it @USER 😂😂😂,TIN
B2823,@USER Reza wishes he was white so he is angry he isnt. Sad he should be happy with his skin color what a sad sad looser poor Reza,TIN
B2826,I hope my mom forgive me for trippin over the shit I been trippin bout lmao.,UNT
B2828,@USER He is a mentally unfit person - just like Rump.,TIN
B2832,"@USER don't worry i'm not believing on her,i just don't want to continue with that fake ass person",TIN
B2842,Decided I’m going to get a hair cut tomorrow because my hair is dead af and looks like shit.,UNT
B2846,@USER @USER He's trying to get his lips unstuck from Trump's ass! Be patient...it might be a while!,TIN
B2849,bitches say “i’m fine” and then get kidnapped by the mafia it’s neil josten hes bitches,TIN
B2860,pray this school year involves plenty good grades and no annoying ass people with negative vibes,TIN
B2904,"Random ass people asking to hangout with me on the weekends. I fucking hate myself, fuck you wanna hangout with me for??",UNT
B2915,@USER @USER @USER Your racist rhetoric is nothing more than fanning the flames. Tone it down.,TIN
B2926,"All my young boys 'round me saying, ""Get money and fuck these hoes"" Where we learn these values? I do not know what to tell you",UNT
B2932,"@USER @USER Dog his ass mercilessly! He is a scrub who thinks teamwork is spelled ""T-R-E-A-S-O-N.""",TIN
B2938,@USER In other words DO NOT REPORT FACTUALLY!!! As always Dab Rather is a disgrace!!!,TIN
B2954,is it just me or are all the filipino discord servers i've participated in shit,UNT
B2956,I Been Stressing Myself Out Over Shit That Won’t Matter In 5 Years. I Have To Stop That.,UNT
B2977,They're not going to enlist all together before jongin's solo idc I want the album where is the damn album,UNT
B2990,see if they got some head or asian pussy. thanks.bout to go to the store and get some dick y’all want anything,UNT
